smiles,group
CC(Cl)CCl,training
Nc1ccccc1N,training
NCC1CCC(C(=O)O)CC1,test
O=C(O)c1ccc2cc(C(=O)O)ccc2c1,training
CCC(C)c1ccc(OCC(O)CO)cc1,training
CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,training
COP(=S)(OC)Oc1ccc(S(C)(=O)=O)c(C)c1,training
O=C(O)c1cccc([N+](=O)[O-])c1,test
O=C1CCCCC1C1=CCCCC1,training
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,valid
Nc1cccc(N)c1,training
C[C@@H](Cl)CCl,training
CCNc1nc(Cl)nc(NC(C)C)n1,test
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,training
O=[N+]([O-])c1ccccc1,training
CC(N)c1ccccc1,training
Cc1ccc(N)c(C)c1,training
CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl,test
CCOc1ccc(N)cc1,training
Cc1cccnc1,training
CN(C)CCN,training
O=C(O)C1(C2CCCCC2)CCCCC1,valid
CC(C)[N+](=O)[O-],test
CC12C=CC(C1)C(C(=O)O)C2C(=O)O,training
Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)c(S(=O)(=O)O)c1,training
BrC(Br)C(Br)Br,training
CC(Cc1ccc(C(C)(C)C)cc1)C(=O)O,training
Cc1ccccc1/N=N/c1ccc(/N=N/c2c(O)ccc3ccccc23)c(C)c1,test
O=C(Nc1ccccc1)c1cc2ccccc2cc1O,training
O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(N=Nc3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)ccc2c1,training
c1cc[n+]2cc[n+]3ccccc3c2c1,training
CC(C)OC(C)(C)C,training
Cc1ccc(N)cc1C,test
CCC1CCC(CCC(=O)O)C1,training
CCCc1cc(=O)[nH]c(=S)[nH]1,valid
COc1nn(CSP(=S)(OC)OC)c(=O)s1,training
Nc1cccc2cccc(N)c12,training
O=[N+]([O-])c1ccc(O)cc1,test
O=C(O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F,training
O=S(=O)(O)c1ccc(O)c2ccccc12,training
BrCCBr,training
C1CN2CCN1CC2,training
COC(=O)c1nc[nH]c1C(=O)OC,test
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,training
O=C1CN2CCC1CC2,training
CC(Cl)(Cl)C(=O)O,training
CC1(C)CC/C(=C/c2ccc(Cl)cc2)C1(O)Cn1cncn1,valid
CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,test
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,training
CCCCCCCCCCCCCCC(C)c1cc(C)cc(C)c1O,training
CCN(Cc1cccc(S(=O)(=O)O)c1)c1ccc([C+](c2ccc(N(CC)Cc3cccc(S(=O)(=O)O)c3)cc2)c2ccccc2S(=O)(=O)O)cc1,training
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)O)c3)C=C2)c2ccccc2S(=O)(=O)O)cc1,training
CN(C)c1cccc(C(=O)O)c1,test
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],training
NNC(N)=S,training
Sc1nc2ccccc2s1,training
CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,training
ClCCCBr,test
CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,training
CNc1cccc(C)c1,valid
Nc1c(N=Nc2ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc2)c(S(=O)(=O)[O-])cc2cc(S(=O)(=O)[O-])c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc3)c(O)c12,training
[C-]#[N+]c1cc(Cl)ccc1OP(=S)(OC)OC,training
c1ccc2scnc2c1,test
CNc1ccccc1,training
COc1ccc(N)c([N+](=O)[O-])c1,training
CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,training
Nc1ccccc1[N+](=O)[O-],training
Brc1cc(Br)cc(-c2ccccc2)c1,test
Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,training
C=CC(Cl)CCl,training
c1ccsc1,training
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],valid
CCC(=O)Nc1cc(N(CCOC(C)=O)CCOC(C)=O)ccc1N=Nc1ccc([N+](=O)[O-])cc1Cl,test
CCNc1nc(Cl)nc(NC(C)(C)C)n1,training
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,training
CNc1ccccc1C,training
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,training
FC(F)(Cl)Cl,test
Nc1ccc(S(=O)(=O)O)c2ccccc12,training
CC1=CC2CC1C(C(=O)O)C2C(=O)O,training
OCC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)CO,training
Cc1cc(C)c(O)c(C)c1,training
CNC(=O)Oc1ccccc1C(C)C,test
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,training
CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,valid
CSc1ccc(O)cc1,training
Oc1cccc2cccnc12,training
CC1(O)CCC2CC1C2(C)C,test
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,training
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,training
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,training
CC(CCO)CC(C)(C)C,training
Cc1ccc([N+](=O)[O-])cc1,test
COc1ccc(C)cc1N,training
COc1cccc([N+](=O)[O-])c1,training
COc1nc(NC(C)C)nc(NC(C)C)n1,training
O=C(C=C(O)C(F)(F)F)C(F)(F)F,valid
O=C(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,test
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],training
Cc1ccccc1N=Nc1ccc(NN=C2C(=O)C=Cc3ccccc32)c(C)c1,training
N#CCCN(CCOC(=O)c1ccccc1)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1,training
Nc1c(S(=O)(=O)O)cc(S(=O)(=O)[O-])c2cccc([O-])c12,training
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,test
CC(CCl)OC(C)CCl,training
N#Cc1ccc(O)cc1,training
Cc1ccc(S(=O)(=O)Oc2c(C(=O)c3ccc(Cl)cc3Cl)c(C)nn2C)cc1,training
CCCCN(CCO)CCCC,training
CN(C)c1ccccc1,test
Cc1cc(=O)n(-c2cc(Cl)c(S(=O)(=O)O)cc2Cl)[nH]1,training
CCC(C)NC1CCC(CC2CCC(NC(C)CC)CC2)CC1,valid
CCC/C(=N/OCC)C1=C(O)CC(CC(C)SCC)CC1=O,training
CCCCOCCN1C(=N)c2c(N)c3c(c(N)c2C1O)C(=O)c1ccccc1C3=O,training
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,test
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccc(-c2ccc(OP(=O)(Oc3ccccc3)Oc3ccccc3)cc2)cc1,training
BrC(Br)c1ccccc1OCC1CO1,training
CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,training
Cc1ccc([N+](=O)[O-])cc1O,training
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O,test
Cc1cc(O)ccc1Cl,training
CCCCCCCCCCCCCCCCCCOC(=O)CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,training
CN(C)Cc1ccccc1,training
O=[N+]([O-])c1ccccc1[N+](=O)[O-],valid
CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,test
ClC(Cl)Cl,training
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],training
O=C(O)c1ccccc1,training
CC(C)c1ccc(N)cc1,training
CCS(=O)c1c(C#N)nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c1N,test
N#Cc1cc(Br)c(O)c(Br)c1,training
O=C(c1ccccc1)c1ccccc1,training
Oc1ccc(Cc2ccc(O)cc2)cc1,training
CC1CCC(C(C)C)C(O)C1,training
Cc1cccc([N+](=O)[O-])c1,test
N=C(Nc1ccccc1)Nc1ccccc1,training
C[N+]1([O-])CCOCC1,valid
Cc1ccc(C(C)NC(=O)C(NC(=O)OC(C)C)C(C)C)cc1,training
CC1CNC(=S)N1,training
CCNc1nc(Cl)nc(NCC)n1,test
ClC(Cl)(Cl)Cl,training
CN1CCOCC1,training
COc1ccccc1NC(=O)C(N=Nc1ccc(S(=O)(=O)O)cc1[N+](=O)[O-])C(C)=O,training
O=C(O)C=CC(=O)O,training
O=C1NC(=O)c2ccccc21,test
O=S(=O)([O-])c1cccc2cc(Cc3ccc4c(S(=O)(=O)[O-])cccc4c3)ccc12,training
C=C(Cl)Cl,training
CCCCCCCCCCCCc1ccc(Oc2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)cc1,training
ClC(Cl)C(Cl)Cl,valid
COP(=S)(OC)Oc1c(Cl)cccc1C#N,test
O=c1[nH]cnc2c1ncn2C1CC(O)C(COP(=O)([O-])OP(=O)([O-])[O-])O1,training
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1S(=O)(=O)O,training
O=S(=O)([O-])c1cc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1S(=O)(=O)[O-],training
Oc1ccccc1,training
CC(C)(C)N,test
CCC(C)c1ccccc1OC(=O)NC,training
CCc1ccccc1[N+](=O)[O-],training
Nc1ccccc1Cl,training
O=C(O)c1ccc(Cl)cc1,training
CC(C)CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC(C)C,test
Cc1ccccc1O,training
CCCCCCC(CCCC)COCC(C[N+]1=Cc2ccccc2CC1)OS(=O)(=O)O,valid
CC1OC(C)OC(C)OC(C)O1,training
CCCCCCCCCCCCCCOS(=O)(=O)O,training
CCNc1ccccc1,test
ClCC(Cl)CCl,training
COc1ccc([N+](=O)[O-])cc1,training
COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,training
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,training
Nc1ccc(Cl)cc1[N+](=O)[O-],test
S=C=S,training
CCCCCCCCCCCCc1c(Oc2ccccc2S(=O)(=O)O)cccc1S(=O)(=O)O,training
O=[N+]([O-])c1ccc(Cl)c(S(=O)(=O)[O-])c1,training
Nc1c(S(=O)(=O)O)cc(S(=O)(=O)O)c2cccc(O)c12,valid
Cc1cc(N=Nc2c(O)ccc3ccccc23)c(S(=O)(=O)O)cc1Cl,test
ClCC(Cl)(Cl)Cl,training
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,training
Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-],training
O=C([O-])c1ccn[nH]1,training
O=C1c2ccccc2C(=O)C1c1nc2ccccc2c(Br)c1O,test
C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,training
Cc1ccc(O)cc1[N+](=O)[O-],training
CNC(=O)Oc1cccc2c1OC(C)(C)C2,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)N(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,training
Nc1ccc(Cc2ccc(N)cc2)cc1,test
Nc1ccccn1,training
O=C(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,valid
O=C1C2C3C=CC(C3)C2C(=O)N1c1ccccc1,training
Oc1cc(Cl)ccc1Cl,training
Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-],test
Cc1cccc(O)c1,training
CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,training
COC(=O)c1ccccc1C(=O)c1ccccc1,training
O=[N+]([O-])c1ccc(O)cc1C(F)(F)F,training
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,test
CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,training
CCCCOCCCN1C(C(C(=O)Nc2cc(C(C)(C)C)ccc2SCC(CC)CCCC)N2C(=O)OC(C)(C)C2=O)=Nc2ccccc2S1(=O)=O,training
ClC=C(Cl)Cl,training
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],valid
Nc1ccc(Cl)c(Cl)c1,test
Cc1ccccc1,training
Cc1ccc(O)c([N+](=O)[O-])c1,training
CCCSP(=O)(OCC)SCCC,training
CNC(=O)Oc1cccc2ccccc12,training
C=Cc1ccccc1,test
Cc1cc(O)ccc1[N+](=O)[O-],training
Cc1cc2cccnc2cc1C,training
CCCCC(CC)C(=O)OCC(COC(=O)C(CC)CCCC)(COC(=O)C(CC)CCCC)COC(=O)C(CC)CCCC,training
CCCCCCCCc1ccccc1Nc1ccccc1CCCCCCCC,training
CCCCCCCCCCCCCCCCCC(=O)CCCCCCCCCCCCCCCCC,test
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,training
Oc1cccc(Cl)c1,valid
BrC(Br)Br,training
O=C(O)c1ccc(Br)cc1,training
ClCC(Br)CBr,test
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,training
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,training
CSc1c(C)cc(O)cc1C,training
S=C(SSSSC(=S)N1CCCCC1)N1CCCCC1,training
CCOP(=O)(OCC)SCc1ccccc1,test
Oc1cc(Br)cc(Br)c1Oc1ccc(Br)cc1Br,training
Cc1ccccc1C,training
C=CC(=C)C,training
CC(C)OP(=O)(OC(C)C)SCc1ccccc1,valid
CCc1cccc(CC)c1N(COC)C(=O)CCl,test
NC(=O)N=NC(N)=O,training
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,training
Oc1cccc(Br)c1,training
CCc1ccccc1,training
Brc1ccc(-c2ccc(Br)c(Br)c2Br)c(Br)c1Br,test
Cc1ccc(C)cc1,training
Cc1cccc(C)c1,training
CCCCCCCCCCCCN=C(N)N,training
CCNc1nc(NC(C)CC)nc(OC)n1,training
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,test
Oc1c(Cl)cccc1Cl,training
CCCCCl,valid
FC(F)(F)C(Cl)Cl,training
Oc1c(Cl)cc(Cl)c2ccccc12,training
Cc1ccc(C2OC[C@@H]3OC(c4ccc(C)c(C)c4)O[C@H]([C@H](O)CO)[C@@H]3O2)cc1C,test
Cc1ccc(C2OC3COC(c4ccc(C)c(C)c4)OC3C(C(O)CO)O2)cc1C,training
COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,training
Nc1cc(Cl)ccc1Cl,training
c1ccc(SSc2ccccc2)cc1,training
CC(C)(C)c1cc(C(=O)O)c(O)c(C(C)(C)C)c1,test
Clc1ccccn1,training
CON(C)C(=O)Nc1ccc(Cl)cc1,training
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,training
Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)cc(C)c1OCC1CO1,valid
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,test
Brc1cc(Br)cc(-c2cc(Br)cc(Br)c2)c1,training
C=C(C)c1ccc(O)cc1,training
ClCCl,training
COc1ccc(O)c(C(C)(C)C)c1,training
CSc1nnc(C(C)(C)C)c(=O)n1N,test
OC(Cc1ccccc1Cl)(Cn1nc[nH]c1=S)C1(Cl)CC1,training
Cc1c(C#N)c(Nc2ccc(S(=O)(=O)O)cc2)nc(Nc2ccc(S(=O)(=O)O)cc2)c1N=Nc1nc(-c2ccc3ccccc3c2)c(N=Nc2cc(S(=O)(=O)O)c3cc(S(=O)(=O)O)cc(S(=O)(=O)O)c3c2)s1,training
CCCC1CCC(C2CCC(C(F)(F)Oc3cc(F)c(F)c(F)c3)CC2)CC1,training
CCOC(=O)C(=Cc1ccc(C=C(C(=O)OCC)C(=O)OCC)cc1)C(=O)OCC,training
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,test
Cc1cc(C)c2ncccc2c1,training
CCC(COCC(F)(F)C(F)(F)F)OC(=O)CC(C(=O)OC(CC)COCC(F)(F)C(F)(F)F)C(C(=O)OC(CC)COCC(F)(F)C(F)(F)F)S(=O)(=O)O,valid
Oc1ccccc1Cl,training
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(=O)CC21C,training
CC(C)(O)C(=O)c1ccc(Cc2ccc(C(=O)C(C)(C)O)cc2)cc1,test
Cc1cc(Cl)ccc1O,training
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,training
CCOCN(C(=O)CCl)c1c(C)cccc1CC,training
Cn1c(-c2ccccc2)cc(-c2ccccc2)[n+]1C,training
O=[N+]([O-])c1ccccc1O,test
O=C([O-])NCc1cccc2ccccc12,training
O=C1C=CC(=Nc2ccccc2)C=C1,training
CCCCN(CCCC)CCCC,training
COP(=S)(OC)Oc1ccc(C#N)cc1,valid
O=c1ccc2ccccc2o1,test
OCc1cccc(Cl)c1,training
C=CC#N,training
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,training
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,training
CC(c1ccc(O)cc1)c1ccc(O)cc1,test
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,training
CCCCCCCCCCCCCCC,training
CCCCOP(=O)(OCCCC)OCCCC,training
CCOc1ccc(NC(C)=O)cc1,training
c1ccc(-c2cccc(-c3ccccc3)c2)cc1,test
CC(C)(C)c1cc(CO)cc(C(C)(C)C)c1O,training
Cc1ccccc1[N+](=O)[O-],valid
Nc1cccc(O)c1,training
Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],training
Cc1cc(Cl)ccc1N,test
COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,training
COc1ccccc1,training
O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,training
Oc1ccccc1-c1ccccc1,training
Clc1ccccc1,test
Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)c(N=Nc5ccccc5)c(O)c4c3N)c(C)c2)ccc1N=Nc1ccc(N)cc1N,training
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,training
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,training
CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCCCCCCCCCCCCC,valid
CCC(C)c1ccc(O)cc1,test
FC(Cl)(Cl)Cl,training
O=C(O)CNCP(=O)(O)O,training
Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1,training
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,training
CCOC(=O)C(Cl)=Cc1cc(N2C(=O)C3=C(CCCC3)C2=O)ccc1Cl,test
O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C2=Nc3cccc4cccc(c34)N12,training
Oc1ccc(Cc2ccccc2)cc1,training
Oc1cccc(Cl)c1Cl,training
Cc1ccc(C(C)C)c(O)c1,training
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,test
CCC(C)c1ccccc1O,training
Nc1cccc2ccccc12,valid
Brc1ccccc1,training
CC(C)C1=CC2=C(CC1)C1(C)CCCC(C)(C(=O)O)C1CC2,training
CCNc1nc(NC(C)C)nc(SC)n1,test
O=[N+]([O-])c1ccc(Cl)cc1,training
O=[N+]([O-])c1cccc(O)c1,training
Oc1ccc(Br)cc1,training
CC1CCCCC1NC(=O)CC(CC(=O)NC1CCCCC1C)C(=O)NC1CCCCC1C,training
Cc1nc2ccccc2n1Cc1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C,test
CCCCc1ccc(-c2ccc(-c3cc(F)c(C(F)(F)Oc4cc(F)c(F)c(F)c4)c(F)c3)c(F)c2)cc1,training
CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCO,training
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,training
Nc1ccc(Cl)cc1Cl,valid
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,test
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,training
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,training
O=P(O)(O)c1ccccc1,training
[N-]=[N+]=C(S(=O)(=O)C1CCCC2(C1)OCCO2)S(=O)(=O)C1CCCC2(C1)OCCO2,training
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,test
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,training
N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,training
Oc1ccc(Cl)cc1,training
C#CC(C)N(C(=O)CCl)c1ccccc1,training
Cc1cc(NN=C2C(=O)C=Cc3ccccc32)c(S(=O)(=O)O)cc1Cl,test
Cc1ccc(O)c(C)c1,training
CNC1=C(c2cccc(C(F)(F)F)c2)C(=O)C(c2ccccc2)O1,valid
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,training
Cc1sc(=O)c(-c2ccccc2)c(O)c1C(=O)O,training
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,test
CC(C)c1ccc(OP(=O)(Oc2ccc(C(C)C)cc2)Oc2ccc(C(C)C)cc2)cc1,training
COC(F)(F)C(F)(F)C(F)(F)F,training
N#Cc1cc(I)c(O)c(I)c1,training
Nc1ccccc1-c1ccccc1,training
COP1(=S)OCc2ccccc2O1,test
CC(C)(c1ccc(OCCO)cc1)c1ccc(OCCO)cc1,training
CC1(O)CC2CCC1(C)C2(C)C,training
CCOC(C)=O,training
O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,valid
Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,test
CC(C)c1cccc(C(C)C)c1O,training
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,training
CCCCCCCCCCCCSCCC(=O)Oc1cc(C)c(Sc2cc(C(C)(C)C)c(O)cc2C)cc1C(C)(C)C,training
C=Cc1ccc(C)cc1,training
CCCCCCCCCCCCCCCCCCNC(=O)N1CC1,test
CCCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCCC,training
CCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCO,training
CCONC(CC)=C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,training
NC(=O)c1c(Cl)cccc1Cl,training
O=NN(c1ccccc1)c1ccccc1,test
CC1=NN(c2cc(Cl)c(S(=O)(=O)O)cc2Cl)C(=O)C1,training
CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],valid
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,training
CC[NH+](CC)CCCNc1nc(NCCC[NH+](CC)CC)nc(Nc2ccc3c(O)c(N=Nc4ccc5[nH]c(=O)[nH]c5c4)c(S(=O)(=O)O)cc3c2)n1,training
ClCc1ccc(-c2ccc(CCl)cc2)cc1,test
FC(F)(Cl)C(F)(F)Cl,training
C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,training
Oc1ccc(-c2ccc(O)cc2)cc1,training
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,training
O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,test
Oc1ccccc1Br,training
C=Cc1cccc(C)c1,training
CC(C)c1ccccc1,training
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,valid
FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,test
N#CCCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,training
O=[N+]([O-])c1cc(S(=O)(=O)Nc2ccccc2)ccc1Nc1ccccc1,training
Oc1ccc(Br)cc1Br,training
O=C(O)Cn1c(=O)sc2cccc(Cl)c21,training
CC(=O)OCCN(CCOC(C)=O)c1ccc(N=Nc2nc3ccc(Cl)cc3s2)c(NC(=O)c2ccccc2)c1,test
CC(C)c1ccc2c(c1Cl)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)C(=O)O,training
CC(C)N(C(=O)CCl)c1ccccc1,training
Cc1ccc(N)cc1N,training
CN(C)CCOC(c1ccccc1)c1ccccc1,training
O=C(O)CN(CC(=O)O)CC(=O)O,test
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,training
CC(=O)Oc1ccc(C(C)(C)CC(C)(C)C)cc1C1C(=O)Oc2ccc(C(C)(C)CC(C)(C)C)cc21,valid
CC(C)c1ccc2c(c1Cl)CCC1C(C)(C(=O)O)CCCC21C,training
CCCCCCCCCCCCc1ccc(S(=O)(=O)O)cc1,training
CCCCCCCCCCSSCCCCCCCCCC,test
ClC(Cl)(Cl)C(Cl)(Cl)Cl,training
N#CCCN(CCC#N)c1ccc(/N=N/c2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,training
Oc1ccc(O)cc1,training
C=C(CC(C)(C)c1ccc(O)cc1)c1ccc(O)cc1,training
Cc1cc(N=Nc2c(S(=O)(=O)O)cc3c(S(=O)(=O)O)c(N=Nc4c(Nc5ccccc5)ccc5c(O)c(N=Nc6ccc7c(O)c(N=Nc8ccccc8S(=O)(=O)O)c(S(=O)(=O)O)cc7c6)c(S(=O)(=O)O)cc45)ccc3c2O)c(OCCCS(=O)(=O)O)cc1N=Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c12,test
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],training
C1=CCCCC1,training
CC1(C)CON(Cc2ccccc2Cl)C1=O,training
C=CC1(C)CCC2C(=CCC3C(C)(C(=O)O)CCCC23C)C1,valid
CC1CC(CC2CCC(N)C(C)C2)CCC1N,test
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,training
CCSSCC,training
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,training
Nc1ccc(N=Nc2ccccc2)cc1,training
Nc1ccc(O)cc1,test
Cc1cc([N+](=O)[O-])c(N(CCCl)CCCl)c([N+](=O)[O-])c1,training
COP(=S)(OC)SCn1nnc2ccccc2c1=O,training
Cc1cc(-c2ccc(N)c(C)c2)ccc1N,training
CCOP(=O)(Sc1ccccc1)Sc1ccccc1,training
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,test
Oc1ccc(-c2ccccc2)cc1,training
